0.596514,3
2.936817,4
1.188210,2
0.931636,1
0.424892,3
3.151704,5
1.429155,5
0.147567,4
3.839844,4
0.106022,1
1.133360,3
3.405676,5
0.956003,1
2.727493,3
2.492424,5
0.969366,2
2.149361,3
0.721370,2
3.656595,4
3.356631,5
0.733944,1
0.861690,1
1.751236,2
2.234501,3
2.525718,5
0.188464,1
0.930588,1
0.701668,3
2.344481,5
1.138130,2
0.350761,2
0.818876,4
0.718249,1
0.548687,2
2.080741,4
0.840000,1
3.005626,4
0.405366,1
0.192583,1
1.392543,3
3.085595,5
0.161586,3
0.724858,2
0.877875,3
0.608578,1
4.574311,5
3.811087,5
1.555432,2
0.476023,4
0.918828,4
0.778204,2
1.479056,4
4.146735,5
0.273071,5
0.421395,4
4.195002,5
0.531482,1
0.634267,1
0.595316,1
1.195298,2
0.773857,1
0.317195,1
1.906831,2
1.512007,2
3.443530,5
0.874251,1
0.942728,3
2.731726,3
0.931610,2
0.833489,1
2.491034,3
1.296119,3
4.350328,5
0.201178,2
2.517972,3
1.199938,2
1.660073,2
1.178853,3
0.693812,1
0.495039,1
0.215773,4
1.942255,5
4.029820,5
1.488500,2
1.898510,4
1.867661,2
0.224723,2
4.108631,5
1.680208,2
0.910573,2
0.315574,2
3.948867,5
1.625919,4
0.829256,1
0.617920,1
1.074939,3
0.251968,4
0.739525,1
2.221876,5
3.545551,4
2.715471,4
0.410092,1
0.842815,1
0.320235,1
1.932807,3
1.815789,2
0.612887,1
4.272561,5
1.202699,2
0.488861,1
0.936213,1
0.644286,1
2.562803,5
0.594461,5
0.699864,3
2.462690,3
1.801317,4
0.308859,2
1.396595,5
1.330681,2
0.334552,3
0.884544,2
1.467323,4
2.882156,3
1.022927,2
2.578083,4
0.303855,2
0.735323,3
0.908070,1
4.494385,5
0.677067,5
0.488052,1
0.931154,2
1.180856,2
0.080689,2
0.579099,2
0.376762,5
0.255627,1
0.993466,2
3.283531,4
0.876724,5
1.456304,4
1.349736,3
0.757690,5
1.926523,4
1.832467,2
2.616692,3
0.289233,2
0.551512,4
0.968730,2
0.950235,1
0.113297,1
1.564402,3
0.373745,2
2.025956,4
1.858133,2
1.183207,4
0.911713,5
0.727637,1
0.190939,1
1.063910,5
0.937392,1
1.347723,2
1.793877,2
0.024869,2
0.352298,5
1.346481,4
0.738258,5
0.239726,3
1.745133,3
3.828721,4
1.378459,3
1.329669,2
0.715803,4
0.494541,1
2.299772,3
3.591913,4
2.430386,5
1.130643,2
0.369417,3
0.356217,2
1.828349,3
2.382131,4
2.536215,4
2.211572,3
1.727885,3
2.731472,3
3.687851,5
0.144026,2
0.529738,1
1.217942,4
0.004441,1
1.448047,5
2.911504,4
0.461270,2
0.977950,1
2.476570,5
1.715394,2
1.607607,5
1.722896,2
1.773271,3
1.774411,3
1.185889,3
0.892084,1
1.028801,3
1.918185,3
0.740642,2
0.489544,1
2.142334,3
2.431791,3
1.880239,2
2.432837,5
0.492553,2
1.280659,3
1.306215,2
1.416216,3
2.973635,5
2.713970,5
0.630986,5
1.388642,2
0.355618,1
0.425830,5
1.174324,5
1.538530,3
0.830867,2
1.431269,2
0.290320,4
2.050908,5
1.878988,3
1.554218,5
0.753274,2
3.971304,4
3.519647,5
0.968108,5
2.497751,3
1.069228,2
2.291144,4
0.120425,2
0.116763,2
3.141291,4
2.267135,5
2.372722,5
3.019843,5
0.109820,1
0.199068,3
0.733203,1
0.962758,2
0.772079,1
0.500004,1
3.393372,4
1.763564,4
0.428978,1
1.115648,2
1.517206,3
2.065148,3
2.416760,3
3.776464,5
2.528563,3
1.905301,5
0.554979,1
0.755827,3
0.412510,4
1.892747,2
0.995334,1
0.720078,5
0.038878,2
1.964004,2
2.806914,3
0.220131,1
0.943989,5
0.209634,1
1.518601,5
1.983434,2
0.863609,1
2.671032,4
